           0         130         157         185         213         242         270         297         326         354         383         412         440         469         498         526         554
           1         130         157         185         213         242         270         297         326         354         383         412         440         469         498         526         554
           2         130         157         185         213         242         270         297         326         354         383         412         440         469         498         526         554
           3         130         157         185         213         242         270         297         326         354         383         412         440         469         498         526         554
           4         130         157         185         213         242         270         297         326         354         383         412         441         469         498         526         554
           5         130         157         185         213         242         270         297         326         354         383         412         441         469         498         526         554
           6         130         157         185         213         242         270         297         326         354         383         412         441         469         498         526         554
           7         130         157         185         213         242         270         297         326         354         383         412         441         469         498         526         554
           8         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
           9         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          10         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          11         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          12         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          13         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          14         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          15         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          16         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          17         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          18         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          19         130         157         185         213         242         269         297         326         354         383         412         441         469         498         526         554
          20         129         157         185         213         242         269         297         325         354         383         412         441         469         498         526         554
          21         129         157         185         213         242         269         297         325         354         383         412         441         469         498         526         554
          22         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         554
          23         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         554
          24         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          25         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          26         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          27         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          28         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          29         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          30         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          31         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          32         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          33         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          34         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          35         129         157         185         213         241         269         297         325         354         383         412         440         469         498         526         555
          36         129         157         184         213         241         269         297         325         354         383         412         440         469         498         526         555
          37         129         157         184         213         241         269         297         325         354         383         412         440         469         498         526         555
          38         129         157         184         213         241         269         297         325         354         383         412         440         469         498         526         555
          39         129         157         184         213         241         269         297         325         354         383         412         440         469         498         526         555
          40         129         157         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          41         129         157         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          42         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          43         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          44         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          45         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          46         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          47         129         157         184         213         241         269         297         325         353         383         412         441         469         498         526         555
          48         129         157         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          49         129         156         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          50         129         156         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          51         129         156         184         213         241         269         297         325         354         383         412         441         469         498         526         555
          52         129         156         184         213         241         269         297         325         354         383         413         441         469         498         526         555
          53         129         156         184         213         241         269         297         325         354         383         413         441         469         498         526         555
          54         129         156         184         213         241         269         297         325         354         383         413         441         469         498         526         555
          55         129         156         184         213         241         269         297         325         354         383         413         441         470         498         526         555
          56         129         157         184         213         241         269         297         325         354         383         413         441         470         498         526         555
          57         129         157         184         213         241         269         297         325         354         383         413         441         470         498         526         555
          58         129         157         184         213         241         269         297         326         354         383         413         441         470         498         526         555
          59         129         157         184         213         241         269         297         326         354         383         413         441         470         498         526         555
          60         129         157         184         213         241         269         297         326         354         383         413         441         470         498         526         555
          61         129         157         184         213         241         269         297         326         354         383         413         441         470         498         526         555
          62         129         157         184         213         241         269         297         326         354         383         413         441         470         498         526         555
          63         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          64         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          65         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          66         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          67         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          68         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          69         129         157         184         213         241         269         297         326         354         383         413         441         470         498         527         555
          70         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          71         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          72         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          73         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          74         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          75         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          76         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         555
          77         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
          78         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
          79         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
          80         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
          81         129         157         184         213         241         269         298         326         354         383         413         441         470         499         527         556
          82         129         157         184         213         241         269         298         326         354         383         413         441         470         499         527         556
          83         129         157         184         213         241         269         298         326         354         383         413         441         470         499         527         556
          84         129         157         184         213         241         269         298         326         354         383         413         441         470         499         527         556
          85         129         157         184         213         241         269         298         326         354         383         413         441         470         499         527         556
          86         129         157         184         213         242         270         298         326         354         383         413         441         470         499         527         556
          87         129         157         184         213         242         270         298         326         354         383         413         441         470         499         527         556
          88         129         157         184         213         242         270         298         326         354         383         413         441         470         499         527         556
          89         129         157         184         213         242         270         298         326         354         383         413         441         470         499         527         556
          90         129         157         184         213         242         270         298         326         354         383         413         442         470         499         527         556
          91         129         157         184         213         242         270         298         326         354         383         413         442         470         499         527         556
          92         129         157         184         213         242         270         298         326         354         383         413         442         470         499         527         556
          93         129         157         184         213         242         269         298         326         354         383         413         442         470         499         527         556
          94         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
          95         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
          96         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
          97         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
          98         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
          99         129         157         184         213         241         269         298         326         354         383         413         442         470         499         527         556
         100         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         101         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         102         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         103         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         104         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         105         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         106         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         107         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         108         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         109         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         110         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         111         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         112         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         113         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         114         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         115         129         157         184         213         241         269         297         326         354         383         413         442         470         499         527         556
         116         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         117         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         118         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         119         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         120         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         121         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         122         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         123         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         124         129         157         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         125         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         126         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         127         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         128         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         129         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         130         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         131         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         132         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         133         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         134         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         135         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
         136         129         156         184         213         241         269         297         326         354         383         413         441         470         499         527         556
