 =============== Calibration Condition Section =============== 
RefNum = 1
Radius1 = 00800
Radius2 = 00000

 ================= Calibration Data Section ================== 
WORKINGDISTANCE	=	30000

------------- Distance from center of Placido --------------- 
angle	Ring0	Ring1	Ring2	Ring3	Ring4	Ring5	Ring6	Ring7	Ring8	Ring9	Ring10	Ring11	Ring12	Ring13	Ring14	Ring15	Ring16	Ring17	Ring18	Ring19	Ring20	Ring21	Ring22	Ring23	Ring24	Ring25	Ring26	Ring27	Ring28	Ring29	Ring30	Ring31	Ring32	Ring33	Ring34	Ring35	Ring36	Ring37	Ring38	
  191	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7242	   7169	   7088	   7001	   6906	   6804	   6692	   6572	   6444	   6306	   6158	   5979	   5785	   5603	   5409	   5206	   4993	   4760	   4512	   4252	   3973	   3680	   3369	   3037	   2686	   2312	   1911	   1496	   1052	    584	     88	      0	
  192	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7242	   7169	   7088	   7001	   6907	   6805	   6692	   6572	   6444	   6306	   6159	   5980	   5785	   5603	   5410	   5206	   4993	   4761	   4512	   4252	   3973	   3680	   3370	   3038	   2687	   2313	   1912	   1498	   1053	    585	     89	      0	
  193	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7242	   7169	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5603	   5410	   5207	   4994	   4761	   4513	   4253	   3974	   3681	   3370	   3039	   2688	   2314	   1914	   1499	   1054	    587	     91	      0	
  194	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5410	   5207	   4994	   4761	   4513	   4253	   3974	   3681	   3371	   3039	   2689	   2316	   1915	   1500	   1055	    589	     92	      0	
  195	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5410	   5207	   4994	   4762	   4513	   4253	   3975	   3682	   3372	   3040	   2690	   2317	   1916	   1501	   1057	    591	     93	      0	
  196	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5411	   5207	   4995	   4762	   4514	   4254	   3975	   3682	   3372	   3040	   2691	   2319	   1917	   1503	   1058	    592	     95	      0	
  197	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5411	   5208	   4995	   4762	   4514	   4254	   3976	   3683	   3373	   3041	   2692	   2320	   1918	   1504	   1060	    594	     97	      0	
  198	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5411	   5208	   4995	   4762	   4514	   4255	   3976	   3684	   3374	   3042	   2693	   2321	   1919	   1506	   1062	    596	     99	      0	
  199	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5785	   5604	   5411	   5208	   4995	   4763	   4515	   4255	   3976	   3684	   3374	   3042	   2694	   2322	   1921	   1508	   1063	    597	    101	      0	
  200	      0	   7532	   7500	   7462	   7416	   7364	   7306	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6306	   6159	   5980	   5786	   5604	   5411	   5208	   4996	   4763	   4515	   4256	   3977	   3685	   3375	   3043	   2696	   2324	   1922	   1509	   1065	    600	    104	      0	
  201	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6307	   6159	   5980	   5786	   5605	   5412	   5209	   4996	   4763	   4515	   4256	   3977	   3685	   3375	   3044	   2697	   2325	   1923	   1511	   1067	    602	    107	      0	
  202	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7088	   7001	   6907	   6805	   6693	   6572	   6444	   6307	   6159	   5980	   5786	   5605	   5412	   5209	   4996	   4764	   4516	   4257	   3978	   3686	   3376	   3045	   2698	   2326	   1924	   1513	   1069	    604	    112	      0	
  203	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7088	   7001	   6907	   6806	   6693	   6572	   6444	   6307	   6159	   5980	   5786	   5605	   5412	   5209	   4996	   4764	   4516	   4257	   3978	   3686	   3376	   3046	   2699	   2328	   1925	   1515	   1071	    606	    115	      0	
  204	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7241	   7168	   7088	   7001	   6907	   6806	   6694	   6572	   6444	   6307	   6159	   5981	   5787	   5605	   5413	   5210	   4997	   4764	   4516	   4257	   3979	   3687	   3377	   3047	   2700	   2329	   1926	   1517	   1073	    608	    119	      0	
  205	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6907	   6806	   6693	   6572	   6444	   6307	   6159	   5981	   5787	   5606	   5413	   5210	   4997	   4764	   4516	   4258	   3979	   3687	   3378	   3048	   2701	   2330	   1927	   1519	   1075	    611	    123	      0	
  206	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6907	   6806	   6694	   6572	   6445	   6307	   6160	   5981	   5787	   5606	   5413	   5210	   4997	   4764	   4517	   4258	   3980	   3688	   3379	   3049	   2703	   2332	   1929	   1521	   1078	    614	    127	      0	
  207	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6907	   6806	   6693	   6572	   6445	   6307	   6160	   5981	   5787	   5606	   5413	   5210	   4997	   4764	   4517	   4259	   3981	   3689	   3379	   3050	   2704	   2333	   1930	   1523	   1080	    616	    131	      0	
  208	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6907	   6806	   6693	   6572	   6445	   6307	   6160	   5981	   5787	   5606	   5413	   5210	   4997	   4765	   4517	   4259	   3981	   3689	   3380	   3051	   2705	   2334	   1931	   1525	   1083	    620	    135	      0	
  209	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6693	   6572	   6445	   6307	   6160	   5981	   5787	   5606	   5414	   5211	   4997	   4765	   4517	   4260	   3982	   3689	   3380	   3051	   2705	   2335	   1932	   1528	   1087	    623	    139	      0	
  210	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6694	   6572	   6445	   6307	   6160	   5981	   5787	   5607	   5414	   5211	   4998	   4765	   4518	   4260	   3983	   3690	   3381	   3052	   2706	   2336	   1933	   1530	   1091	    626	    142	      0	
  211	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6806	   6693	   6572	   6445	   6307	   6160	   5981	   5787	   5607	   5414	   5211	   4998	   4765	   4518	   4261	   3983	   3690	   3382	   3053	   2707	   2337	   1934	   1532	   1094	    631	    147	      0	
  212	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6160	   5981	   5787	   5607	   5414	   5211	   4998	   4766	   4518	   4261	   3983	   3691	   3382	   3054	   2708	   2338	   1936	   1534	   1098	      0	      0	      0	
  213	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6160	   5981	   5787	   5607	   5414	   5211	   4998	   4766	   4518	   4261	   3984	   3691	   3383	   3054	   2709	   2339	   1938	   1536	   1101	      0	      0	      0	
  214	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6160	   5982	   5787	   5607	   5415	   5211	   4998	   4766	   4519	   4261	   3984	   3692	   3383	   3055	   2710	   2340	   1939	   1537	   1104	      0	      0	      0	
  215	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6160	   5982	   5787	   5607	   5415	   5212	   4999	   4766	   4519	   4262	   3985	   3692	   3383	   3056	   2711	   2342	   1941	   1539	   1107	      0	      0	      0	
  216	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5607	   5415	   5212	   4999	   4767	   4520	   4262	   3985	   3693	   3384	   3057	   2711	   2343	   1943	   1540	   1110	      0	      0	      0	
  217	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5415	   5212	   4999	   4767	   4520	   4262	   3986	   3693	   3384	   3057	   2712	   2345	   1945	   1542	   1113	      0	      0	      0	
  218	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5416	   5212	   4999	   4767	   4520	   4263	   3986	   3694	   3385	   3058	   2713	   2346	   1947	   1543	   1116	      0	      0	      0	
  219	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5416	   5212	   5000	   4768	   4520	   4263	   3987	   3694	   3385	   3058	   2714	   2348	   1949	   1545	      0	      0	      0	      0	
  220	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5416	   5212	   5000	   4768	   4521	   4263	   3987	   3695	   3386	   3059	   2715	   2350	   1951	   1540	      0	      0	      0	      0	
  221	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5416	   5213	   5000	   4768	   4521	   4264	   3987	   3696	   3387	   3060	   2716	   2351	   1953	      0	      0	      0	      0	      0	
  222	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5416	   5213	   5000	   4769	   4521	   4264	   3988	   3696	   3387	   3060	   2717	   2353	   1955	      0	      0	      0	      0	      0	
  223	      0	   7532	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5787	   5608	   5417	   5213	   5001	   4769	   4522	   4265	   3988	   3697	   3387	   3061	   2718	   2354	   1957	      0	      0	      0	      0	      0	
  224	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5788	   5609	   5417	   5213	   5001	   4769	   4522	   4265	   3989	   3698	   3388	   3061	   2719	   2356	   1959	      0	      0	      0	      0	      0	
  225	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6907	   6805	   6693	   6572	   6445	   6308	   6161	   5982	   5788	   5609	   5417	   5213	   5001	   4770	   4522	   4266	   3990	   3698	   3389	   3062	   2720	   2358	   1961	      0	      0	      0	      0	      0	
  226	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5788	   5609	   5417	   5214	   5002	   4770	   4523	   4266	   3990	   3699	   3389	   3062	   2721	   2359	      0	      0	      0	      0	      0	      0	
  227	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5788	   5609	   5417	   5214	   5002	   4770	   4523	   4267	   3991	   3700	   3390	   3063	   2721	      0	      0	      0	      0	      0	      0	      0	
  228	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5789	   5610	   5418	   5214	   5002	   4771	   4523	   4267	   3992	   3701	   3391	   3064	   2723	      0	      0	      0	      0	      0	      0	      0	
  229	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5789	   5610	   5418	   5215	   5002	   4771	   4524	   4267	   3992	   3701	   3391	   3064	   2724	      0	      0	      0	      0	      0	      0	      0	
  230	      0	   7532	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5789	   5610	   5418	   5215	   5003	   4771	   4524	   4268	   3993	   3702	   3392	   3065	   2725	      0	      0	      0	      0	      0	      0	      0	
  231	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6445	   6308	   6161	   5983	   5789	   5611	   5419	   5215	   5003	   4772	   4524	   4268	   3993	   3703	   3392	   3065	   2725	      0	      0	      0	      0	      0	      0	      0	
  232	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7087	   7001	   6908	   6805	   6693	   6572	   6446	   6308	   6161	   5983	   5790	   5611	   5419	   5216	   5003	   4772	   4525	   4268	   3993	   3703	   3393	   3066	   2726	      0	      0	      0	      0	      0	      0	      0	
  233	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6806	   6693	   6572	   6446	   6308	   6161	   5983	   5790	   5611	   5419	   5216	   5003	   4772	   4525	   4269	   3994	   3704	   3394	   3067	   2727	      0	      0	      0	      0	      0	      0	      0	
  234	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6806	   6693	   6572	   6446	   6308	   6161	   5983	   5790	   5611	   5419	   5216	   5004	   4773	   4526	   4269	   3994	   3705	   3395	   3067	   2728	      0	      0	      0	      0	      0	      0	      0	
  235	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7001	   6908	   6806	   6693	   6572	   6446	   6309	   6161	   5983	   5790	   5611	   5419	   5216	   5004	   4773	   4526	   4270	   3995	   3705	   3396	   3068	   2729	      0	      0	      0	      0	      0	      0	      0	
  236	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6693	   6572	   6446	   6309	   6161	   5984	   5790	   5611	   5419	   5216	   5004	   4773	   4526	   4270	   3995	   3706	   3396	   3068	   2729	      0	      0	      0	      0	      0	      0	      0	
  237	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6693	   6573	   6446	   6309	   6161	   5984	   5791	   5612	   5419	   5217	   5004	   4774	   4527	   4270	   3996	   3707	   3397	   3069	   2730	      0	      0	      0	      0	      0	      0	      0	
  238	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6693	   6573	   6446	   6309	   6161	   5984	   5791	   5612	   5419	   5217	   5004	   4774	   4527	   4271	   3996	   3707	   3398	   3070	   2731	      0	      0	      0	      0	      0	      0	      0	
  239	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6446	   6309	   6162	   5984	   5791	   5612	   5420	   5217	   5005	   4774	   4528	   4271	   3997	   3708	   3399	   3070	   2732	      0	      0	      0	      0	      0	      0	      0	
  240	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6446	   6309	   6162	   5984	   5791	   5612	   5420	   5217	   5005	   4775	   4528	   4271	   3997	   3709	   3399	   3070	   2733	      0	      0	      0	      0	      0	      0	      0	
  241	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6309	   6162	   5984	   5791	   5612	   5420	   5217	   5005	   4775	   4528	   4272	   3997	   3709	   3400	   3071	   2733	      0	      0	      0	      0	      0	      0	      0	
  242	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6309	   6162	   5984	   5791	   5612	   5420	   5218	   5006	   4775	   4529	   4272	   3997	   3710	   3401	   3071	   2734	      0	      0	      0	      0	      0	      0	      0	
  243	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6162	   5984	   5791	   5613	   5420	   5218	   5006	   4776	   4529	   4272	   3997	   3711	   3401	   3072	   2735	      0	      0	      0	      0	      0	      0	      0	
  244	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6162	   5984	   5791	   5613	   5421	   5218	   5006	   4776	   4529	   4273	   3998	   3711	   3402	   3073	   2736	      0	      0	      0	      0	      0	      0	      0	
  245	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6162	   5984	   5792	   5613	   5421	   5219	   5006	   4776	   4530	   4273	   3998	   3712	   3402	   3074	   2737	      0	      0	      0	      0	      0	      0	      0	
  246	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6162	   5984	   5792	   5613	   5421	   5219	   5007	   4776	   4530	   4273	   3998	   3712	   3403	   3077	   2740	      0	      0	      0	      0	      0	      0	      0	
  247	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6162	   5984	   5792	   5613	   5421	   5219	   5007	   4776	   4530	   4274	   3998	   3712	   3403	   3079	   2743	      0	      0	      0	      0	      0	      0	      0	
  248	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6573	   6447	   6310	   6163	   5985	   5792	   5613	   5421	   5219	   5007	   4777	   4530	   4274	   3999	   3713	   3403	   3081	   2745	      0	      0	      0	      0	      0	      0	      0	
  249	      0	   7531	   7500	   7462	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6574	   6448	   6310	   6163	   5985	   5792	   5613	   5421	   5219	   5007	   4777	   4531	   4274	   3999	   3713	   3404	   3082	   2747	      0	      0	      0	      0	      0	      0	      0	
  250	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7167	   7088	   7002	   6908	   6806	   6694	   6574	   6448	   6310	   6163	   5985	   5792	   5614	   5421	   5219	   5008	   4777	   4531	   4275	   4000	   3713	   3405	   3085	      0	      0	      0	      0	      0	      0	      0	      0	
  251	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6574	   6448	   6310	   6163	   5985	   5793	   5614	   5422	   5220	   5008	   4777	   4531	   4275	   4000	   3714	   3405	   3088	      0	      0	      0	      0	      0	      0	      0	      0	
  252	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6574	   6448	   6310	   6163	   5985	   5793	   5614	   5422	   5220	   5008	   4777	   4531	   4275	   4000	   3714	   3406	   3091	      0	      0	      0	      0	      0	      0	      0	      0	
  253	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6574	   6448	   6310	   6163	   5985	   5793	   5614	   5422	   5220	   5008	   4778	   4531	   4276	   4001	   3714	   3407	   3094	      0	      0	      0	      0	      0	      0	      0	      0	
  254	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6574	   6447	   6310	   6163	   5986	   5794	   5614	   5422	   5220	   5008	   4778	   4531	   4276	   4001	   3714	   3408	   3097	      0	      0	      0	      0	      0	      0	      0	      0	
  255	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6574	   6447	   6310	   6163	   5986	   5794	   5615	   5422	   5220	   5008	   4778	   4531	   4276	   4001	   3714	   3409	   3100	      0	      0	      0	      0	      0	      0	      0	      0	
  256	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6574	   6447	   6311	   6164	   5986	   5794	   5615	   5423	   5220	   5009	   4778	   4532	   4276	   4002	   3714	   3410	   3103	      0	      0	      0	      0	      0	      0	      0	      0	
  257	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6574	   6447	   6310	   6164	   5986	   5794	   5615	   5423	   5220	   5009	   4778	   4532	   4276	   4002	   3714	   3410	   3105	      0	      0	      0	      0	      0	      0	      0	      0	
  258	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6574	   6447	   6310	   6164	   5986	   5794	   5615	   5423	   5221	   5009	   4779	   4532	   4276	   4002	   3714	   3411	   3108	      0	      0	      0	      0	      0	      0	      0	      0	
  259	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5794	   5615	   5423	   5221	   5009	   4779	   4532	   4277	   4002	   3713	   3411	   3110	      0	      0	      0	      0	      0	      0	      0	      0	
  260	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5794	   5615	   5423	   5221	   5009	   4779	   4533	   4277	   4003	   3714	   3412	   3113	      0	      0	      0	      0	      0	      0	      0	      0	
  261	      0	   7531	   7500	   7461	   7416	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5795	   5615	   5424	   5221	   5009	   4780	   4533	   4277	   4003	   3714	   3412	   3115	      0	      0	      0	      0	      0	      0	      0	      0	
  262	      0	   7531	   7500	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5795	   5615	   5424	   5221	   5010	   4780	   4533	   4277	   4004	   3714	   3412	   3117	      0	      0	      0	      0	      0	      0	      0	      0	
  263	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5795	   5616	   5424	   5222	   5010	   4780	   4533	   4277	   4004	   3714	   3413	   3118	      0	      0	      0	      0	      0	      0	      0	      0	
  264	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5795	   5616	   5424	   5222	   5010	   4780	   4533	   4278	   4004	   3714	   3413	   3119	      0	      0	      0	      0	      0	      0	      0	      0	
  265	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5987	   5795	   5616	   5425	   5222	   5010	   4781	   4534	   4278	   4004	   3714	   3413	   3120	      0	      0	      0	      0	      0	      0	      0	      0	
  266	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6164	   5988	   5795	   5616	   5425	   5222	   5010	   4781	   4534	   4278	   4004	   3714	   3414	   3120	      0	      0	      0	      0	      0	      0	      0	      0	
  267	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5222	   5010	   4781	   4534	   4278	   4004	   3714	   3415	   3121	      0	      0	      0	      0	      0	      0	      0	      0	
  268	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5010	   4781	   4534	   4278	   4004	   3714	   3415	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  269	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5010	   4781	   4534	   4278	   4004	   3714	   3416	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  270	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7241	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5010	   4781	   4534	   4277	   4004	   3714	   3416	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  271	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6695	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5011	   4781	   4534	   4277	   4004	   3714	   3416	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  272	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6447	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5011	   4781	   4534	   4277	   4004	   3714	   3415	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  273	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6448	   6310	   6165	   5988	   5795	   5616	   5425	   5223	   5011	   4781	   4534	   4278	   4004	   3714	   3415	   3123	      0	      0	      0	      0	      0	      0	      0	      0	
  274	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6448	   6310	   6164	   5987	   5795	   5616	   5425	   5223	   5011	   4781	   4534	   4278	   4004	   3714	   3415	   3123	      0	      0	      0	      0	      0	      0	      0	      0	
  275	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6448	   6310	   6164	   5987	   5795	   5616	   5425	   5223	   5011	   4781	   4534	   4278	   4004	   3714	   3415	   3123	      0	      0	      0	      0	      0	      0	      0	      0	
  276	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6448	   6310	   6164	   5987	   5795	   5616	   5425	   5223	   5011	   4781	   4533	   4277	   4004	   3714	   3415	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  277	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7088	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5425	   5223	   5011	   4780	   4533	   4277	   4004	   3714	   3415	   3122	      0	      0	      0	      0	      0	      0	      0	      0	
  278	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5425	   5223	   5011	   4780	   4533	   4277	   4004	   3714	   3414	   3120	      0	      0	      0	      0	      0	      0	      0	      0	
  279	      0	   7531	   7499	   7461	   7415	   7363	   7305	   7240	   7168	   7089	   7002	   6908	   6806	   6694	   6575	   6448	   6311	   6164	   5987	   5795	   5616	   5424	   5223	   5011	   4779	   4532	   4277	   4004	   3714	   3414	   3119	      0	      0	      0	      0	      0	      0	      0	      0	
